GO:0000002	3.64000386427912
GO:0000003	3.05263542583818
GO:0000012	6.44708322620965
GO:0000018	0.103093492964104
GO:0000019	0.415037499278844
GO:0000023	3.98185265328974
GO:0000024	0
GO:0000025	0
GO:0000027	0
GO:0000028	0
GO:0000032	0
GO:0000038	3.05311133645956
GO:0000041	1.54977307225886
GO:0000045	0
GO:0000050	0
GO:0000052	7.73131903102506
GO:0000053	0
GO:0000054	0
GO:0000055	1.16992500144231
GO:0000056	1.58496250072116
GO:0000070	0
GO:0000075	0
GO:0000076	0.719892080807265
GO:0000077	0
GO:0000079	0
GO:0000080	0
GO:0000082	0
GO:0000084	0
GO:0000085	0
GO:0000086	0
GO:0000087	0
GO:0000088	0
GO:0000096	1.80046853647236
GO:0000097	0
GO:0000098	0
GO:0000101	0
GO:0000103	4.75488750216347
GO:0000105	0
GO:0000122	0.44930740136359
GO:0000132	0
GO:0000154	0.212993723334198
GO:0000160	2.00305332397755
GO:0000162	0
GO:0000165	4.36213441728238
GO:0000183	0
GO:0000184	2.54432051622381
GO:0000212	0.652076696579693
GO:0000226	0
GO:0000244	1.94753258010586
GO:0000245	1.13245029602365
GO:0000255	6.04875931191985
GO:0000256	0
GO:0000266	0
GO:0000270	2.16992500144231
GO:0000271	0.0101598662202217
GO:0000272	0
GO:0000278	1.60321420527738
GO:0000279	0.584962500721156
GO:0000280	0.257157839497124
GO:0000281	0.246160587269398
GO:0000288	0
GO:0000289	1.47804729680464
GO:0000290	0
GO:0000291	1.32192809488736
GO:0000292	6.13955135239879
GO:0000301	3.66296501272243
GO:0000302	1.44774350414715
GO:0000303	0
GO:0000304	3.29278174922785
GO:0000305	3.29278174922785
GO:0000338	3.10153802646206
GO:0000349	1.8073549220576
GO:0000350	0.807354922057604
GO:0000354	1.58496250072116
GO:0000372	0
GO:0000373	3.29067716090292
GO:0000374	7.09803208296053
GO:0000375	0.289985202384608
GO:0000376	7.09803208296053
GO:0000377	0
GO:0000379	1.11547721741994
GO:0000380	3.48893561294738
GO:0000381	0
GO:0000387	1.07800251200127
GO:0000388	1.22239242133645
GO:0000389	2.32192809488736
GO:0000390	0
GO:0000393	3.02553509210714
GO:0000394	4.3005544440948
GO:0000395	0
GO:0000398	0.0459862052741803
GO:0000412	0
GO:0000413	2.32192809488736
GO:0000414	0
GO:0000422	0
GO:0000423	0.736965594166206
GO:0000447	0
GO:0000448	0
GO:0000454	2.11547721741994
GO:0000455	0.700439718141092
GO:0000459	0
GO:0000460	2.90689059560852
GO:0000461	0
GO:0000462	0.459431618637297
GO:0000463	0.584962500721156
GO:0000466	0.628031222613042
GO:0000467	0
